idUporabnik;classify;count;razlika;max_razlika;normirano
captain-obvious;+;73;-25;869;-0.0287686996548
captain-obvious;-;98;-25;869;-0.0287686996548
carbonfajbr;+;37;-24;869;-0.0276179516686
carbonfajbr;-;61;-24;869;-0.0276179516686
carlos_carlos;+;17;-64;869;-0.0736478711162
carlos_carlos;-;81;-64;869;-0.0736478711162
cartekmedo;+;548;138;869;0.158803222094
cartekmedo;-;410;138;869;0.158803222094
cecile;+;62;-21;869;-0.02416570771
cecile;-;83;-21;869;-0.02416570771
celec222;+;29;-28;869;-0.0322209436133
celec222;-;57;-28;869;-0.0322209436133
celjan2;+;45;-52;869;-0.0598388952819
celjan2;-;97;-52;869;-0.0598388952819
cepheus;+;30;-8;869;-0.00920598388953
cepheus;-;38;-8;869;-0.00920598388953
chamberlain;+;145;-16;869;-0.0184119677791
chamberlain;-;161;-16;869;-0.0184119677791
chelsea-hh;+;25;-40;869;-0.0460299194476
chelsea-hh;-;65;-40;869;-0.0460299194476
chelsea1111;+;24;-72;869;-0.0828538550058
chelsea1111;-;96;-72;869;-0.0828538550058
chelsea99;+;173;-33;869;-0.0379746835443
chelsea99;-;206;-33;869;-0.0379746835443
chi-bears-54;+;50;1;869;0.00115074798619
chi-bears-54;-;49;1;869;0.00115074798619
chopin;+;40;-40;869;-0.0460299194476
chopin;-;80;-40;869;-0.0460299194476
chosen;+;40;-36;869;-0.0414269275029
chosen;-;76;-36;869;-0.0414269275029
chupa;+;24;-27;869;-0.0310701956272
chupa;-;51;-27;869;-0.0310701956272
cicimici;+;21;-63;869;-0.07249712313
cicimici;-;84;-63;869;-0.07249712313
cini-minis;+;80;-68;869;-0.078250863061
cini-minis;-;148;-68;869;-0.078250863061
comrade;+;135;-143;869;-0.164556962025
comrade;-;278;-143;869;-0.164556962025
conchis;+;20;-57;869;-0.0655926352129
conchis;-;77;-57;869;-0.0655926352129
conquistador;+;35;-99;869;-0.113924050633
conquistador;-;134;-99;869;-0.113924050633
coreysteel;+;69;-23;869;-0.0264672036824
coreysteel;-;92;-23;869;-0.0264672036824
cricka;+;23;-40;869;-0.0460299194476
cricka;-;63;-40;869;-0.0460299194476
crnibog;+;90;-129;869;-0.148446490219
crnibog;-;219;-129;869;-0.148446490219
croman_1;+;56;-78;869;-0.0897583429229
croman_1;-;134;-78;869;-0.0897583429229
cslesce;+;57;-52;869;-0.0598388952819
cslesce;-;109;-52;869;-0.0598388952819
ctm;+;38;-30;869;-0.0345224395857
ctm;-;68;-30;869;-0.0345224395857
cungalunga007;+;65;-105;869;-0.12082853855
cungalunga007;-;170;-105;869;-0.12082853855
cvetaca-i0bc;+;42;-33;869;-0.0379746835443
cvetaca-i0bc;-;75;-33;869;-0.0379746835443
cyril;+;92;-6;869;-0.00690448791715
cyril;-;98;-6;869;-0.00690448791715
d-e-s-s;+;153;22;869;0.0253164556962
d-e-s-s;-;131;22;869;0.0253164556962
d-u-p-a;+;24;-38;869;-0.0437284234753
d-u-p-a;-;62;-38;869;-0.0437284234753
d-wade36;+;103;-25;869;-0.0287686996548
d-wade36;-;128;-25;869;-0.0287686996548
da-funk;+;25;-39;869;-0.0448791714614
da-funk;-;64;-39;869;-0.0448791714614
daayumn;+;15;-86;869;-0.0989643268124
daayumn;-;101;-86;869;-0.0989643268124
dad-t56c;+;12;-60;869;-0.0690448791715
dad-t56c;-;72;-60;869;-0.0690448791715
dadinho10;+;27;-65;869;-0.0747986191024
dadinho10;-;92;-65;869;-0.0747986191024
damirtankovic;+;347;265;869;0.304948216341
damirtankovic;-;82;265;869;0.304948216341
damjan-ozmec;+;52;-5;869;-0.00575373993096
damjan-ozmec;-;57;-5;869;-0.00575373993096
danger_mouse;+;25;-22;869;-0.0253164556962
danger_mouse;-;47;-22;869;-0.0253164556962
daryankoff;+;615;-283;869;-0.325661680092
daryankoff;-;898;-283;869;-0.325661680092
davide;+;19;-34;869;-0.0391254315305
davide;-;53;-34;869;-0.0391254315305
daywalker;+;37;6;869;0.00690448791715
daywalker;-;31;6;869;0.00690448791715
deadeye1;+;39;-54;869;-0.0621403912543
deadeye1;-;93;-54;869;-0.0621403912543
deancarni;+;18;-39;869;-0.0448791714614
deancarni;-;57;-39;869;-0.0448791714614
dejan1994;+;27;-27;869;-0.0310701956272
dejan1994;-;54;-27;869;-0.0310701956272
delux;+;104;51;869;0.0586881472957
delux;-;53;51;869;0.0586881472957
demetra;+;66;-48;869;-0.0552359033372
demetra;-;114;-48;869;-0.0552359033372
demiensatlier;+;106;-67;869;-0.0771001150748
demiensatlier;-;173;-67;869;-0.0771001150748
deninho1989;+;33;-6;869;-0.00690448791715
deninho1989;-;39;-6;869;-0.00690448791715
deniniho;+;48;-16;869;-0.0184119677791
deniniho;-;64;-16;869;-0.0184119677791
diazepam;+;102;-54;869;-0.0621403912543
diazepam;-;156;-54;869;-0.0621403912543
diego-armando;+;114;-89;869;-0.102416570771
diego-armando;-;203;-89;869;-0.102416570771
dimel;+;23;-26;869;-0.029919447641
dimel;-;49;-26;869;-0.029919447641
dinacc;+;40;-42;869;-0.04833141542
dinacc;-;82;-42;869;-0.04833141542
dirknowitzki;+;147;26;869;0.029919447641
dirknowitzki;-;121;26;869;0.029919447641
dirttrials;+;50;-14;869;-0.0161104718067
dirttrials;-;64;-14;869;-0.0161104718067
divac21;+;22;-47;869;-0.054085155351
divac21;-;69;-47;869;-0.054085155351
dobiica;+;85;-62;869;-0.0713463751438
dobiica;-;147;-62;869;-0.0713463751438
doblaek;+;26;-33;869;-0.0379746835443
doblaek;-;59;-33;869;-0.0379746835443
doblica;+;33;-49;869;-0.0563866513234
doblica;-;82;-49;869;-0.0563866513234
doda33;+;16;-35;869;-0.0402761795167
doda33;-;51;-35;869;-0.0402761795167
doktor-bauer;+;52;-33;869;-0.0379746835443
doktor-bauer;-;85;-33;869;-0.0379746835443
dolinc;+;36;-114;869;-0.131185270426
dolinc;-;150;-114;869;-0.131185270426
domen_92;+;27;-36;869;-0.0414269275029
domen_92;-;63;-36;869;-0.0414269275029
domobranec-ryen;+;101;-169;869;-0.194476409666
domobranec-ryen;-;270;-169;869;-0.194476409666
donkey;+;96;-10;869;-0.0115074798619
donkey;-;106;-10;869;-0.0115074798619
donkeyking;+;31;-6;869;-0.00690448791715
donkeyking;-;37;-6;869;-0.00690448791715
doubleog;+;11;-75;869;-0.0863060989643
doubleog;-;86;-75;869;-0.0863060989643
dp_mozart;+;25;-61;869;-0.0701956271577
dp_mozart;-;86;-61;869;-0.0701956271577
drago;+;24;-42;869;-0.04833141542
drago;-;66;-42;869;-0.04833141542
drash;+;45;8;869;0.00920598388953
drash;-;37;8;869;0.00920598388953
drawlord;+;75;-131;869;-0.150747986191
drawlord;-;206;-131;869;-0.150747986191
dreadlord;+;18;-51;869;-0.0586881472957
dreadlord;-;69;-51;869;-0.0586881472957
drjones;+;22;-69;869;-0.0794016110472
drjones;-;91;-69;869;-0.0794016110472
drncl;+;32;-42;869;-0.04833141542
drncl;-;74;-42;869;-0.04833141542
drop-dead;+;30;-24;869;-0.0276179516686
drop-dead;-;54;-24;869;-0.0276179516686
dusansilni;+;83;-6;869;-0.00690448791715
dusansilni;-;89;-6;869;-0.00690448791715
dylanus;+;65;39;869;0.0448791714614
dylanus;-;26;39;869;0.0448791714614
e-e;+;45;-59;869;-0.0678941311853
e-e;-;104;-59;869;-0.0678941311853
eagle012;+;82;39;869;0.0448791714614
eagle012;-;43;39;869;0.0448791714614
ebel-acroni;+;49;-29;869;-0.0333716915995
ebel-acroni;-;78;-29;869;-0.0333716915995
ekv;+;32;-8;869;-0.00920598388953
ekv;-;40;-8;869;-0.00920598388953
elemental;+;17;-60;869;-0.0690448791715
elemental;-;77;-60;869;-0.0690448791715
elko;+;40;-1;869;-0.00115074798619
elko;-;41;-1;869;-0.00115074798619
eltorro;+;10;-47;869;-0.054085155351
eltorro;-;57;-47;869;-0.054085155351
elvis1990;+;50;23;869;0.0264672036824
elvis1990;-;27;23;869;0.0264672036824
emlynhughes;+;59;-131;869;-0.150747986191
emlynhughes;-;190;-131;869;-0.150747986191
enigma1;+;79;25;869;0.0287686996548
enigma1;-;54;25;869;0.0287686996548
ennui;+;83;-111;869;-0.127733026467
ennui;-;194;-111;869;-0.127733026467
ermin;+;14;-67;869;-0.0771001150748
ermin;-;81;-67;869;-0.0771001150748
erwte35;+;31;-5;869;-0.00575373993096
erwte35;-;36;-5;869;-0.00575373993096
es-y8pg;+;41;8;869;0.00920598388953
es-y8pg;-;33;8;869;0.00920598388953
espero;+;31;-15;869;-0.0172612197929
espero;-;46;-15;869;-0.0172612197929
etienko;+;23;-66;869;-0.0759493670886
etienko;-;89;-66;869;-0.0759493670886
ettelewen;+;39;-2;869;-0.00230149597238
ettelewen;-;41;-2;869;-0.00230149597238
eu-bananistan;+;27;-28;869;-0.0322209436133
eu-bananistan;-;55;-28;869;-0.0322209436133
eva-longoria;+;34;-27;869;-0.0310701956272
eva-longoria;-;61;-27;869;-0.0310701956272
ezat_anim;+;179;-407;869;-0.46835443038
ezat_anim;-;586;-407;869;-0.46835443038
fabregas1991;+;144;-150;869;-0.172612197929
fabregas1991;-;294;-150;869;-0.172612197929
fairplayer;+;93;-277;869;-0.318757192175
fairplayer;-;370;-277;869;-0.318757192175
faktorx;+;25;-61;869;-0.0701956271577
faktorx;-;86;-61;869;-0.0701956271577
fanica28;+;190;133;869;0.153049482163
fanica28;-;57;133;869;0.153049482163
fc-mb;+;24;-53;869;-0.0609896432681
fc-mb;-;77;-53;869;-0.0609896432681
fedorov71;+;179;-550;869;-0.632911392405
fedorov71;-;729;-550;869;-0.632911392405
ferrari-fan;+;112;89;869;0.102416570771
ferrari-fan;-;23;89;869;0.102416570771
ferrari458;+;65;-6;869;-0.00690448791715
ferrari458;-;71;-6;869;-0.00690448791715
fini_gospod;+;27;-47;869;-0.054085155351
fini_gospod;-;74;-47;869;-0.054085155351
firebal-no-1;+;86;-41;869;-0.0471806674338
firebal-no-1;-;127;-41;869;-0.0471806674338
fireworker;+;66;-33;869;-0.0379746835443
fireworker;-;99;-33;869;-0.0379746835443
firnk-6clt;+;25;-79;869;-0.0909090909091
firnk-6clt;-;104;-79;869;-0.0909090909091
fissico;+;56;-62;869;-0.0713463751438
fissico;-;118;-62;869;-0.0713463751438
fleaa;+;156;-229;869;-0.263521288838
fleaa;-;385;-229;869;-0.263521288838
fndesjekl;+;46;-72;869;-0.0828538550058
fndesjekl;-;118;-72;869;-0.0828538550058
foofighter;+;100;-457;869;-0.525891829689
foofighter;-;557;-457;869;-0.525891829689
fosfat;+;114;-45;869;-0.0517836593786
fosfat;-;159;-45;869;-0.0517836593786
franc-pijanc;+;92;-123;869;-0.141542002301
franc-pijanc;-;215;-123;869;-0.141542002301
francek-xh6k;+;65;-76;869;-0.0874568469505
francek-xh6k;-;141;-76;869;-0.0874568469505
frank-james;+;22;-35;869;-0.0402761795167
frank-james;-;57;-35;869;-0.0402761795167
freestailo;+;26;-40;869;-0.0460299194476
freestailo;-;66;-40;869;-0.0460299194476
friks;+;288;-4;869;-0.00460299194476
friks;-;292;-4;869;-0.00460299194476
frutek01;+;46;-63;869;-0.07249712313
frutek01;-;109;-63;869;-0.07249712313
fudelaster;+;35;-95;869;-0.109321058688
fudelaster;-;130;-95;869;-0.109321058688
fuj_plagiatorji;+;38;-30;869;-0.0345224395857
fuj_plagiatorji;-;68;-30;869;-0.0345224395857
g1307;+;62;38;869;0.0437284234753
g1307;-;24;38;869;0.0437284234753
g33ky_fr34k;+;431;165;869;0.189873417722
g33ky_fr34k;-;266;165;869;0.189873417722
galaxy;+;29;-28;869;-0.0322209436133
galaxy;-;57;-28;869;-0.0322209436133
gapek;+;77;19;869;0.0218642117376
gapek;-;58;19;869;0.0218642117376
gappon;+;90;-80;869;-0.0920598388953
gappon;-;170;-80;869;-0.0920598388953
genniuuss;+;18;-62;869;-0.0713463751438
genniuuss;-;80;-62;869;-0.0713463751438
german;+;77;14;869;0.0161104718067
german;-;63;14;869;0.0161104718067
gesan;+;20;-114;869;-0.131185270426
gesan;-;134;-114;869;-0.131185270426
gigi76;+;7;-54;869;-0.0621403912543
gigi76;-;61;-54;869;-0.0621403912543
giroud;+;201;-116;869;-0.133486766398
giroud;-;317;-116;869;-0.133486766398
glasna;+;54;23;869;0.0264672036824
glasna;-;31;23;869;0.0264672036824
go-keith-go;+;11;-46;869;-0.0529344073648
go-keith-go;-;57;-46;869;-0.0529344073648
goalkeeper;+;20;-50;869;-0.0575373993096
goalkeeper;-;70;-50;869;-0.0575373993096
goat16;+;72;-37;869;-0.0425776754891
goat16;-;109;-37;869;-0.0425776754891
gor123;+;58;-30;869;-0.0345224395857
gor123;-;88;-30;869;-0.0345224395857
gordon;+;52;-32;869;-0.0368239355581
gordon;-;84;-32;869;-0.0368239355581
goskic;+;21;-24;869;-0.0276179516686
goskic;-;45;-24;869;-0.0276179516686
gpag;+;46;-70;869;-0.0805523590334
gpag;-;116;-70;869;-0.0805523590334
gravesen;+;189;-105;869;-0.12082853855
gravesen;-;294;-105;869;-0.12082853855
gregaa;+;20;-53;869;-0.0609896432681
gregaa;-;73;-53;869;-0.0609896432681
gregorb;+;227;-169;869;-0.194476409666
gregorb;-;396;-169;869;-0.194476409666
gregorsu;+;9;-73;869;-0.0840046029919
gregorsu;-;82;-73;869;-0.0840046029919
gregory2010;+;38;-7;869;-0.00805523590334
gregory2010;-;45;-7;869;-0.00805523590334
gregorzupancic;+;48;-49;869;-0.0563866513234
gregorzupancic;-;97;-49;869;-0.0563866513234
gregsa;+;160;59;869;0.0678941311853
gregsa;-;101;59;869;0.0678941311853
gregsz;+;165;-118;869;-0.135788262371
gregsz;-;283;-118;869;-0.135788262371
grobarrr;+;34;-169;869;-0.194476409666
grobarrr;-;203;-169;869;-0.194476409666
gromhellscream;+;42;-92;869;-0.10586881473
gromhellscream;-;134;-92;869;-0.10586881473
grugar;+;53;-50;869;-0.0575373993096
grugar;-;103;-50;869;-0.0575373993096
gumbler;+;31;-26;869;-0.029919447641
gumbler;-;57;-26;869;-0.029919447641
gumi;+;41;10;869;0.0115074798619
gumi;-;31;10;869;0.0115074798619
gunman55;+;35;-2;869;-0.00230149597238
gunman55;-;37;-2;869;-0.00230149597238
gunslinger;+;26;-26;869;-0.029919447641
gunslinger;-;52;-26;869;-0.029919447641
gushtr;+;88;-142;869;-0.163406214039
gushtr;-;230;-142;869;-0.163406214039
hafis;+;100;-89;869;-0.102416570771
hafis;-;189;-89;869;-0.102416570771
hanzy23;+;76;-38;869;-0.0437284234753
hanzy23;-;114;-38;869;-0.0437284234753
hardworker;+;16;-36;869;-0.0414269275029
hardworker;-;52;-36;869;-0.0414269275029
heinz;+;325;-2;869;-0.00230149597238
heinz;-;327;-2;869;-0.00230149597238
heldarion;+;23;-24;869;-0.0276179516686
heldarion;-;47;-24;869;-0.0276179516686
hepimen;+;60;-175;869;-0.201380897583
hepimen;-;235;-175;869;-0.201380897583
hijena;+;62;-18;869;-0.0207134637514
hijena;-;80;-18;869;-0.0207134637514
hladilnik;+;13;-63;869;-0.07249712313
hladilnik;-;76;-63;869;-0.07249712313
hrgotax;+;69;-27;869;-0.0310701956272
hrgotax;-;96;-27;869;-0.0310701956272
humwawaxaztur;+;51;-12;869;-0.0138089758343
humwawaxaztur;-;63;-12;869;-0.0138089758343
hyosung;+;33;-52;869;-0.0598388952819
hyosung;-;85;-52;869;-0.0598388952819
iawia;+;13;-42;869;-0.04833141542
iawia;-;55;-42;869;-0.04833141542
iceman-m96s;+;33;-22;869;-0.0253164556962
iceman-m96s;-;55;-22;869;-0.0253164556962
icetea;+;71;-106;869;-0.121979286536
icetea;-;177;-106;869;-0.121979286536
ice_devil;+;64;0;869;0.0
ice_devil;-;64;0;869;0.0
icos;+;42;-241;869;-0.277330264672
icos;-;283;-241;869;-0.277330264672
ics;+;43;-104;869;-0.119677790564
ics;-;147;-104;869;-0.119677790564
idaho;+;61;-93;869;-0.107019562716
idaho;-;154;-93;869;-0.107019562716
idared;+;143;27;869;0.0310701956272
idared;-;116;27;869;0.0310701956272
ikacbe;+;20;-26;869;-0.029919447641
ikacbe;-;46;-26;869;-0.029919447641
ikn1;+;16;-97;869;-0.111622554661
ikn1;-;113;-97;869;-0.111622554661
ime-egb7;+;40;-3;869;-0.00345224395857
ime-egb7;-;43;-3;869;-0.00345224395857
impact;+;30;-12;869;-0.0138089758343
impact;-;42;-12;869;-0.0138089758343
imre;+;127;-251;869;-0.288837744534
imre;-;378;-251;869;-0.288837744534
infostriker;+;32;-21;869;-0.02416570771
infostriker;-;53;-21;869;-0.02416570771
